WORD TO SEARCH,LINKED LIST SET TIME,HASH TABLE SET TIME,BINARY TREE SET TIME
expect,66400,1000,400
surest,61400,1300,500
glories,37800,600,700
change,62000,1000,400
cook,58300,1300,400
lies,21500,500,900
uncompanionable,48400,1100,500
explicit,15000,400,900
innocent,54000,600,700
leisurely,8200,300,700
authority,57200,1100,500
maximum,2100,100,300
subsided,51100,1100,1000
passion,52100,600,800
affording,53400,1300,600
assurances,56700,1000,500
drive,59100,1000,400
wife,70000,1100,300
survivor,54300,700,500
conditionally,54700,800,700
copy,70000,1100,200
stay,91100,1100,600
professions,59600,1000,600
fruit,24000,600,900
otherwise,63400,1300,400
October,62100,700,400
lately,61100,1100,600
private,69600,1700,400
expences,6500,300,800
availed,18500,400,600
contrivance,60500,1100,300
yourselves,40000,700,500
buy,60000,900,400
attachment,65300,1600,300
expressively,15500,500,800
barely,23500,600,700
whatsoever,69100,700,200
be,66000,1100,300
bracelets,80400,1100,500
missing,37500,700,700
own,65900,700,500
indolent,65300,600,400
problem,2500,200,700
leaning,41900,800,700
promising,57300,800,500
some,69700,1500,200
spring,64200,1000,500
till,67800,900,400
conviction,61700,700,500
various,71800,1600,400
examination,59200,600,600
cordiality,54200,1400,300
shook,60100,1400,500
refrain,53100,800,600
sixpence,18200,500,500
unnaturally,73800,1000,500
serenity,48600,800,1000
distracted,15300,300,1000
constrained,53200,900,300
allude,60500,1000,300
valley,29100,500,400
compressed,4200,200,900
foxhounds,65100,1400,500
playful,70600,1600,400
U,1300,100,600
disinterestedness,51000,1100,700
conscientious,57600,1100,500
appointed,35600,800,600
favourite,65800,1700,400
certainty,58000,1100,300
appetite,67600,1300,300
finishing,24000,500,500
repented,15900,400,800
any,63300,1100,300
29,49000,1400,500
better,72500,1100,300
revolution,6600,200,900
servants,70200,1100,400
tradesman,20000,400,600
superintends,54100,1600,700
venison,12200,200,500
dictates,54000,1700,500
vexation,66600,1400,300
bit,65700,1200,400
debts,25200,400,600
hereafter,60500,800,500
careless,63000,1400,300
clerical,56800,1100,500
imitate,27500,400,700
enumerating,56100,900,500
interrupted,64800,1600,400
starve,63100,1200,600
burst,54000,1000,500
song,65100,1000,500
more,68400,1000,300
remembrance,32700,500,1100
reported,3600,200,700
residence,66200,1000,400
obeisance,37100,400,600
incredulous,53200,700,400
inducement,64800,700,400
playfulness,62900,1400,500
guilt,59900,800,400
frighten,46100,500,600
intrepidity,62400,1200,400
matters,58800,1000,400
arguing,57100,900,400
impute,53600,900,500
years,70000,1200,300
directly,69700,1300,400
happening,59700,1100,600
overhear,57200,700,600
syllable,47100,900,700
meaning,72400,1000,400
apologise,61200,800,200
Webbs,46900,800,300
slightly,53800,1400,500
distinguishing,59700,900,500
hesitated,40400,700,800
uselessly,28600,800,700
indicated,24800,600,700
style,62600,1300,600
did,64900,1200,400
disgusting,40800,1200,900
advance,68100,1100,400
startled,56000,800,500
41,32200,500,400
highest,98600,1500,500
restored,80800,1000,400
extended,56500,900,600
unexampled,8900,200,600
answers,31200,500,500
pass,63900,1600,400
singled,56600,1000,400
happen,61200,700,500
attach,51000,1400,400
absolutely,66000,1600,300
acceded,26900,400,700
grouped,62600,1400,400
pronounce,52800,700,600
involved,54200,800,500
performances,5500,300,600
soothed,35000,700,600
insincere,11000,300,1100
him,63900,1200,400
parlour,67500,700,500
However,73500,1100,200
solemn,57200,1200,500
connivance,39200,800,800
confirms,54100,900,700
command,68200,900,400
meet,68100,800,400
sense,67100,1800,400
winding,28900,500,600
postscript,60400,1300,400
forbore,12700,500,400
mischance,41800,700,600
disgusted,59200,1300,500
doubt,66200,1600,400
able,64000,1500,200
ceremonies,60200,1200,400
hang,11800,200,800
excessive,63200,1200,500
rescue,38200,600,700
therefore,70900,1200,400
avenue,62100,900,300
consternation,34700,400,600
based,4800,100,300
becomes,51400,1100,500
repel,24500,500,700
betray,45000,600,600
must,69800,1200,300
bosom,22900,400,500
interpose,54900,800,700
beneficence,58800,1100,400
almost,72900,1100,100
doubly,34000,1100,600
if,65100,700,500
resisting,39700,500,800
machine,800,200,500
ward,31000,300,600
dines,12400,300,700
resolution,60800,900,500
lieu,76900,700,800
foot,15000,300,500
dissuaded,8900,300,800
imposing,54900,1100,500
graceful,26300,500,700
designs,46300,700,600
overtaken,14100,300,1000
instance,57800,900,500
lawfully,32800,500,600
directed,63000,1300,500
easy,66700,1000,300
convenient,64400,1100,400
foundations,22500,500,800
canvassed,52800,1500,400
accomplished,63900,1800,400
softened,61300,1800,400
loose,7000,200,800
apothecary,60600,1700,200
invectives,21100,400,600
theatres,49500,900,300
heads,25900,400,700
housemaid,69400,800,500
immediate,57800,1100,600
humour,71700,700,500
Vanilla,4200,200,300
whims,58700,1500,400
finally,60200,1100,400
tallest,71700,1000,400
came,69300,1200,300
altogether,67700,900,200
through,65900,1000,500
coming,65200,1000,400
Hart,3600,100,500
another,69100,700,200
desirous,57900,1500,600
competition,56700,1100,500
teach,45200,2200,1300
casual,40000,600,700
limitation,2500,200,15500
arrogance,41000,1100,500
away,70700,1500,200
insensibility,53800,1400,700
beholding,60700,1000,400
persevering,62900,1300,500
defended,60000,1100,500
might,68500,1600,400
stand,69100,800,300
refinements,62900,1300,300
enhance,30000,400,500
miraculous,47700,1200,500
variety,64700,1200,400
peculiarity,24900,600,1000
lift,26700,400,600
inhumanity,57600,1200,700
salutation,62600,1000,400
undervaluing,60000,1000,500
awful,61200,800,300
hurrying,58300,1200,600
us,65500,1100,300
dividing,42700,1000,700
dissuade,57000,900,600
witnessing,13200,300,1000
lowest,25700,600,600
glow,55400,1400,400
expense,65700,1300,500
known,71300,700,300
correspond,52900,600,600
ultimately,39800,500,500
should,71900,1000,300
feathers,14500,300,700
slightingly,59300,1200,500
fish,84000,1000,400
porridge,85200,1200,300
crowd,54500,1000,500
INCIDENTAL,2700,200,500
together,66000,700,300
later,29800,500,600
Nay,61100,1400,300
practised,45900,900,800
spars,29500,500,700
politely,64900,1700,400
collected,33900,600,700
curtailed,29900,500,900
yawned,61800,1500,600
another,71400,700,100
group,64600,1100,400
Sarah,11800,300,500
consciousness,41600,600,600
county,68300,1000,400
suggesting,60900,1200,500
intruding,61800,800,500
amends,70600,1200,300
fool,34200,500,400
E,15800,200,300
civility,61500,2100,500
member,10300,200,600
observances,51600,800,500
performers,65100,1000,400
unintelligible,22900,600,800
relate,61500,900,600
reaching,28300,800,500
pleasantness,54700,900,600
processing,4200,300,700
fighting,19000,400,700
William,71900,1300,200
Lakes,50000,1200,300
gets,53900,1300,400
brooking,10500,300,600
lowness,16500,500,700
speediest,8200,400,800
breaking,56000,1900,500
pause,65000,1000,400
decided,70900,1900,300
wait,60700,1000,500
unanswerable,52800,1000,600
due,62300,1100,300
green,49400,700,600
proportioned,28200,700,600
peep,50200,800,400
womanly,26100,400,400
Goulding,15400,300,500
completely,57900,1100,600
paining,41100,600,900
escaping,34600,500,700
regret,55300,1000,600
Title,71600,1500,200
put,62500,1200,500
expectation,55200,600,500
at,67900,1100,200
points,56400,1100,500
beneath,47900,600,600
boundary,50400,1100,700
water,27400,1000,700
eloping,16800,200,900
individually,14000,400,900
frankness,9300,200,900
proposed,57100,1300,600
gracious,54000,1200,500
suffered,63400,1000,400
successor,54600,900,600
disdain,57900,700,500
front,48700,700,500
active,58300,1200,600
sincerely,55500,900,500
superiority,59100,1300,600
stiles,64800,1400,500
lane,58100,1400,400
violent,72700,600,300
commissioned,23100,600,800
acquire,47900,1100,700
blamed,8200,200,1000
speedy,51500,1300,800
write,61600,1200,500
Georgiana,55500,1300,300
consequently,64500,1200,400
adhered,62300,1100,300
thoroughly,21800,500,600
grow,62800,1100,400
wink,11600,400,800
disappointed,60300,1100,500
Fordyce,60900,900,300
fidgets,13800,400,600
message,33900,500,700
performs,66600,1500,500
obsequious,7000,400,700
apprehending,16400,500,1200
right,63800,1000,300
ate,48100,600,400
8,59200,700,300
summon,39900,400,800
revive,56100,1100,500
cause,57000,700,400
D,4700,100,400
knew,65500,1400,400
poured,64700,1600,500
backgammon,59500,800,300
unacquainted,54900,900,400
hopes,68700,900,400
remembering,42300,800,700
teased,66400,1000,500
whist,58000,900,500
lease,61900,1000,600
fortunately,57600,900,400
infamy,22800,400,800
laudable,64000,1100,500
moderation,37700,600,700
market,67500,1300,400
refreshing,61100,1100,400
solitary,44800,600,500
round,67600,800,300
mildly,16200,500,500
super,9600,100,600
visiting,67000,1200,300
thing,70600,1000,300
prospect,63800,1400,400
requested,66200,1000,500
dances,69500,1400,400
treat,57700,1100,700
writer,60300,500,500
ruining,42900,700,700
inaccurate,3400,200,600
shoulders,5500,300,500
adventure,62100,1100,400
peculiar,57300,700,500
arrange,63900,1000,400
amazed,62200,1000,300
nor,65700,800,400
hers,53500,1000,600
things,66900,2000,400
them,69200,1100,300
org,66900,1100,200
sensibly,56900,1000,600
Derbyshire,67600,1000,200
least,70100,1100,300
proudly,16800,300,700
incumbent,57500,500,400
praises,64000,800,400
unasked,56600,1000,600
suspicion,65100,700,600
use,67100,1200,200
appearance,63900,900,300
cassino,47300,700,600
changed,59800,900,400
masters,47100,1100,700
methods,400,200,600
turnpike,41500,1300,700
speed,17200,400,800
satirical,64100,1000,500
syllables,63000,1400,400
exceedingly,59900,1300,600
valuable,68100,1000,300
turned,69800,1000,400
landing,49300,1000,700
tranquillity,56900,1100,500
whence,30800,400,500
vices,60200,900,400
alternative,63500,1100,300
marks,59200,1400,400
trace,28200,400,500
drop,56700,800,500
content,32000,800,700
feather,33500,300,600
woody,28400,700,700
close,65400,1200,500
apprehensive,30500,600,600
requiring,62100,1200,600
discharge,40200,1000,800
Liverpool,34700,600,500
approaching,62900,1100,300
joined,66600,1200,400
station,58900,1700,700
teasing,72100,1100,400
Phillipses,58800,1300,300
expedite,14700,300,1000
previously,36000,800,1000
heedless,7600,200,600
simpered,8900,200,800
significant,52300,700,400
page,59600,1100,500
expressly,55400,1000,800
undeceive,33500,800,800
ostentatious,48400,800,500
materially,63400,1200,400
interrupt,57500,600,500
amuse,64400,900,300
reader,64500,800,500
partake,33600,400,700
possession,69700,700,200
shall,69400,700,500
charms,57600,1000,400
marriage,67300,1100,400
prompted,54400,1200,500
cousin,108000,1100,400
apology,64800,1000,300
commission,59100,600,600
confession,41700,1000,800
withdrawn,61200,600,300
carrying,30500,600,900
drooping,32900,700,500
scattered,29000,500,700
contrive,63200,1300,500
outrun,33000,500,600
suggested,61600,1000,500
claim,57600,900,600
afford,44000,700,800
ignorance,57300,1000,500
surely,72200,1400,300
formidable,47900,700,700
jewels,7400,200,700
Chamberlayne,30900,500,400
emergence,45400,700,500
disturb,9300,200,1100
covering,62200,1100,400
infliction,41600,1000,1000
James,66300,1100,200
instituted,60100,2300,500
knows,57000,1100,400
unfrequently,45400,700,700
allowances,53100,800,400
Kenilworth,29300,400,400
cold,61800,600,500
forgave,58000,1500,400
ill,65100,700,600
inattention,61000,1500,300
depressed,37200,600,1100
facts,57000,1000,500
proper,66500,1200,400
opposition,66200,600,400
64,1400,100,600
Lydia,69400,1100,300
countries,4700,300,500
involuntarily,46200,800,500
electronic,5700,300,400
unallied,8400,500,700
somebody,67700,1900,400
preceded,11100,200,500
distrusted,16500,400,900
clump,46700,600,500
inconsistency,52400,1300,500
cared,59700,1400,400
merited,37600,800,700
contradicted,10700,200,800
trial,53400,1600,700
subsisted,53900,1000,600
drew,66500,1200,300
was,66500,1300,300
weakness,62100,1300,500
excepting,67400,1300,500
unkindness,57500,900,500
assiduous,85400,900,600
walk,82200,900,400
crushing,61600,1000,300
rallied,51300,700,600
quartered,30100,700,800
where,67500,1300,400
impurities,52900,1300,700
confirmed,59800,1700,600
dissolved,39700,700,800
dejection,55200,500,400
city,6200,100,400
neatness,47600,1600,1800
represent,66400,800,400
tribute,53800,1000,700
trait,38000,1000,900
nine,64800,1100,300
dimensions,28300,400,700
wickedness,35100,1700,500
storing,47600,900,700
IRS,700,100,500
impudence,16500,500,800
palliation,20400,500,800
tax,58600,1300,500
preferment,55800,800,500
misleading,54300,1100,600
device,64000,1300,400
growing,53900,1200,500
winter,65800,1000,400
Honourable,60100,900,300
ankles,64600,1100,300
recognizing,25900,900,700
pompous,61100,1700,500
qualifications,53700,1600,800
subscribe,100,100,900
certain,71900,900,400
Netherfield,68100,1500,200
such,71300,1000,200
extreme,60700,1000,800
to,81900,1000,300
haste,64100,1200,500
favoured,55100,900,500
talents,48500,900,700
convenience,59000,1100,300
blemish,9400,300,900
louder,31000,600,900
noticing,42300,600,700
highflown,55900,700,600
peace,59700,1200,500
nightcap,18900,500,600
commencement,27700,700,600
period,67900,1200,400
undo,54500,900,600
pray,63100,1300,300
matter,70400,1200,300
purchases,36700,900,800
Watson,65000,1000,300
eclat,56600,1400,400
luckiest,11300,200,600
consented,61900,1600,400
indulge,41500,700,700
takes,61000,2100,400
iniquitous,60300,800,500
cordial,70500,1800,200
obtruded,39700,800,800
recollected,54000,1200,400
sooner,66700,1400,500
hauteur,57900,1500,400
minuteness,49200,1700,700
You,67100,1100,200
contented,59100,1400,400
scheme,68600,1300,500
wisely,80000,800,600
presents,54100,900,800
illustrious,9300,500,800
precisely,58600,1500,500
inconvenient,52900,800,500
affect,71700,1100,200
family,68200,1300,300
Tease,60500,1000,200
forgot,56400,900,500
meeting,64600,1100,400
gladly,16400,400,400
exuberant,29600,600,500
spirits,70300,1200,400
five,69100,800,300
importance,66300,1400,400
attempted,63200,900,400
definition,38500,700,800
monthly,35200,700,700
cousins,61000,1100,400
statements,500,300,1000
disposition,65000,800,500
sufferings,42700,800,800
admire,68900,1300,400
persuaded,56500,900,400
vigour,50100,700,400
surmises,70900,1900,400
F3,2800,100,500
Fairbanks,700,200,400
reception,55800,500,600
declaring,9200,200,500
intend,59400,700,500
abruptness,29000,800,300
petrified,29500,500,600
staying,62400,1500,600
hitherto,56400,1000,500
confident,53300,600,700
equipment,4400,300,700
parcels,35400,600,700
accompanied,60700,1100,300
hardly,67900,2000,400
advantage,70100,1000,300
resentfully,66500,2200,400
000,700,100,200
stress,70300,2100,300
visits,65200,1000,400
archness,63100,1400,300
it,66400,1100,300
procure,55300,2300,900
eyeing,56300,700,500
La,47600,1000,200
paused,65900,1000,400
qualified,59400,1000,600
brought,72900,900,400
justified,59900,1100,500
detail,7100,200,1000
mouths,60600,1500,500
likely,71500,1300,300
apprehensions,23200,700,900
hear,66800,800,500
universities,57100,1100,400
paper,54600,900,700
detect,31100,500,700
saw,64300,1600,500
faces,21300,300,600
counteract,11000,400,500
wretchedly,32800,800,700
eyes,65600,900,300
consent,73200,1000,300
WARRANTIES,2400,200,500
bathing,31900,400,300
Compliments,64800,1200,300
mentioned,70800,900,500
previous,94900,1300,500
artificial,29000,600,900
besides,65800,1100,400
stroke,33900,600,1100
rail,58700,1000,500
deigned,72200,2300,300
fetched,59600,1000,300
construing,25600,400,700
offensive,56300,1500,500
order,64600,1200,200
respecting,40400,1000,600
disappointing,58000,900,600
check,61000,1200,400
matrimony,65700,1200,400
dislikes,66700,1400,600
bodies,21600,400,700
longer,64100,1300,500
insensible,54000,1200,800
experienced,58200,900,500
fishing,27500,400,500
love,68700,1000,200
expressive,62500,1300,500
philosophic,18700,300,600
status,4200,200,600
rejoined,21000,600,600
owner,65800,1400,500
views,71100,1700,200
explain,63900,1700,500
disagreeably,35100,900,600
resuming,27000,400,500
enemy,24400,700,600
forcibly,57100,1600,400
void,8400,400,700
slave,50600,1100,500
offers,54100,1700,500
accidental,66400,1100,400
checks,300,100,600
money,92700,1000,600
sole,48400,800,600
communicated,53100,1300,600
poorly,64800,1200,400
coachman,35700,900,500
backed,29100,400,600
corrupt,3300,300,600
shewed,14000,300,900
educational,1300,200,500
figure,66200,1300,400
names,64200,900,400
audible,57400,2300,400
Dr,1100,100,400
unfit,36000,500,1000
farmhouse,17300,500,600
imitated,22900,600,1000
adorned,60500,1700,300
shed,30300,600,500
signs,55600,1100,700
newest,53200,1000,400
concurrence,53500,1500,600
striving,21500,400,900
conclusion,80900,1000,700
wishing,67100,1700,300
Louisa,65500,1200,400
denominated,63900,1700,400
affront,63200,700,400
little,72800,1000,200
forgiven,8000,200,700
abhorrence,51000,1500,200
losing,23500,500,600
slight,65700,1300,400
found,67600,1300,300
medium,3700,200,600
ceremonious,54500,1100,500
dare,68600,1600,300
undiminished,33600,600,600
unworthy,70300,1300,300
history,65800,1600,600
C,5600,200,300
copied,67600,1100,400
among,84300,1500,200
oddities,57900,1400,600
conversations,49500,900,400
live,68300,1400,400
anybody,70200,1900,200
concealment,39400,1000,700
avowed,42500,1300,500
finding,66300,1300,400
site,4100,200,400
Executive,600,200,600
purpose,66400,1800,500
desired,66000,1000,400
saucy,14000,200,800
per,53400,1000,600
uglier,35100,800,900
exclaiming,60200,1200,600
road,49100,500,900
occupies,57600,1400,600
invitations,25300,400,500
momentary,54500,1500,400
half,68300,1000,500
dispositions,61900,1200,600
pitiable,58200,1300,400
train,55900,800,600
diffused,8800,300,600
thankfulness,42600,2000,600
provided,68700,900,500
cautiousness,30500,700,700
happens,66600,1500,500
closed,69900,1600,300
W,23200,300,400
ridicule,61100,1400,400
corner,61800,900,200
circulated,10900,200,600
spared,79000,1000,700
forward,81900,800,400
notion,54500,1000,600
loser,17200,200,700
forgotten,57800,900,400
Date,70100,1300,100
influenced,40200,1000,700
engrossed,66000,1100,400
such,69600,1200,200
surprised,65700,1000,400
disadvantage,62100,900,400
abundant,22400,500,700
wind,46500,1200,700
gaining,20100,600,700
looked,67900,1200,400
fender,49200,800,500
assistance,70000,800,300
pleased,72100,1000,300
description,65700,1100,300
destroy,5100,300,400
scorned,14800,300,1000
imagined,52700,2100,600
abominably,61500,1600,300
errand,13400,500,600
excessively,61600,1100,400
place,70700,1000,300
preserve,40500,700,800
captivating,43900,1200,500
coarseness,34600,700,800
cure,59700,1400,300
endeared,68700,2900,400
agent,2100,200,600
ll,13800,400,1300
designing,52000,1400,600
surprise,69100,800,400
overlooked,60000,900,700
implacability,87600,1300,500
irregularity,35200,400,500
bitter,62400,1400,400
allowable,51100,700,500
want,69800,1000,200
view,62200,1100,400
picturesque,59600,1100,600
occasion,71900,1000,200
partridges,12100,500,800
follies,66500,1500,400
affirmative,55900,1400,400
willingly,55500,1900,600
exclamations,56600,1100,600
planned,71300,1000,300
whimsical,26800,800,700
esteem,55300,700,400
prudence,55800,1400,700
carry,50000,900,500
caprice,72500,1700,300
judging,57600,900,500
most,66800,1400,400
towards,70700,1000,400
disguise,62100,1500,600
seminaries,66700,1700,600
55,11800,300,600
frailty,13600,400,600
prevail,53900,1600,500
cheap,6400,300,900
regulating,500,300,800
critical,64900,1000,300
silenced,14100,500,500
convince,52900,1200,500
absurdities,50000,1100,300
authorise,22800,300,600
rapturous,53600,1900,500
incur,9300,300,1000
practice,54500,2100,400
own,66200,800,400
distraction,27400,500,800
associated,6100,200,600
former,67000,1400,400
positions,28700,600,700
familiarity,7400,300,600
Gouldings,14200,600,600
commiseration,20000,400,600
attend,58600,900,400
send,68800,1000,400
needless,63300,1300,500
redress,59600,1300,500
anxiety,65500,1300,300
forgets,53700,1400,500
imprudence,58200,1000,500
discuss,63200,1300,400
west,10900,300,500
quickness,68000,1100,200
heiress,60600,1200,500
ignorant,73300,1200,500
him,66600,1500,500
forfeited,59300,1600,400
licentiousness,19000,400,900
admired,68700,1000,400
unaccountable,52300,1300,500
Gracechurch,52400,900,300
coincided,65400,1100,400
sincerity,57200,1300,500
greater,69400,1000,300
exactly,66700,1800,600
secrets,33600,600,700
consequence,65100,1700,400
hatefully,37800,800,700
world,68200,800,300
partly,43200,900,800
calling,67900,1100,200
coarse,24600,500,700
raised,68200,2000,300
superintended,57300,900,600
dissemble,56700,1100,700
endeavoured,54300,600,500
forms,69500,1900,400
term,8100,200,1200
call,57500,1100,400
1887,900,100,400
yielded,18800,500,500
sake,65600,1000,300
whose,68500,1600,500
conversing,65400,1000,500
rejected,62500,1500,500
acute,40100,1300,400
friendlier,25200,500,700
staff,400,100,1200
emphasis,56900,1200,500
material,63000,1000,500
worked,66600,1700,400
profession,61200,600,700
excellency,59800,1000,600
roused,61000,1200,400
any,66000,1200,300
dreading,58100,1000,400
fastened,35700,700,600
seen,66100,900,500
defect,61300,1000,500
shake,64500,1300,500
chanced,27100,600,500
emphatically,8500,400,400
paragraph,3500,200,1200
incessant,52700,700,600
house,70400,1000,300
boundless,43700,700,700
network,200,100,600
addressing,56400,900,300
exclamation,97000,1000,400
sadly,59200,1300,700
security,53900,700,500
raising,45200,800,700
told,69600,1000,300
find,67700,800,300
preferred,61400,1000,500
source,49900,1200,800
impartial,59100,900,500
rank,65200,1300,300
clothes,66000,1800,400
pursued,46400,600,800
blameable,37400,800,800
perceived,55000,1000,400
naming,26600,500,800
oblige,65700,1300,300
mornings,59900,900,400
suffer,71500,900,300
dropped,44500,800,800
superlatively,46000,1100,800
copies,5500,200,700
injured,65200,1000,500
hastened,46500,900,700
perplexity,53300,1300,600
suitable,59700,800,500
putting,55700,1000,600
importing,37100,700,700
apprehension,53400,700,400
hints,61000,900,500
filled,21600,300,500
cruelly,57800,1000,400
bustle,50800,800,500
bribery,15000,300,800
protect,4900,300,700
female,54400,1000,400
well,72600,800,300
drink,100200,1100,300
requited,18300,300,1100
necessary,65700,1800,400
perfectly,66400,1400,300
discredit,38400,700,500
grown,70500,600,300
submitted,6600,200,900
Grantley,61200,1000,200
56,11000,200,700
rewarded,53400,700,700
sought,57600,700,500
reproof,64000,700,500
plan,64000,1300,300
patronage,61200,1100,400
Friday,57600,1100,200
hurt,54100,500,600
dupe,11300,100,800
petition,60500,800,300
acquiescence,52100,900,500
demand,55500,700,500
Hatfield,23800,200,300
declaration,54000,900,400
dismission,55000,600,600
remarked,20100,400,800
spur,31200,400,700
payments,3800,200,600
listened,66800,800,400
taste,65000,1400,500
threw,60600,1200,600
bass,58800,1000,300
observed,67800,1600,400
liability,3100,300,600
delivering,45800,1000,700
crown,68700,600,400
overtook,15700,300,800
33,40900,700,700
afflicting,19500,400,800
paid,96000,1100,500
delay,79500,1000,400
outstrip,9000,200,700
punch,14400,600,700
intercourse,51500,900,700
suppositions,64800,1000,400
reverting,58700,800,400
rant,7500,100,600
complained,50900,600,700
58,8900,200,600
hesitating,55200,1100,400
vex,11100,200,700
infancy,56700,800,600
or,66800,600,200
consideration,65000,800,400
condolence,20000,300,1000
effusion,53900,600,600
hands,60200,900,600
humiliation,36700,600,900
going,69100,1000,300
grandfather,49700,700,600
profits,4000,200,900
expression,63700,1900,400
confess,61500,1100,600
ruined,43500,800,600
aside,62700,900,300
dance,68700,1400,200
interview,56200,1000,800
housekeeping,64400,1100,400
recover,41500,600,600
satisfactions,25900,500,600
seclusion,20500,200,500
irretrievable,18900,400,600
vigorously,22900,500,600
remembered,36700,800,800
intention,66400,900,400
over,68900,700,300
lives,63600,900,500
joy,66400,1000,500
abound,54900,500,300
discontinuance,25700,400,900
hearers,61000,1000,400
fellow,64300,1400,300
occurred,58300,900,600
odd,65500,900,300
likewise,69400,1100,400
Project,74300,2000,100
housemaids,15700,300,500
unsuspicious,33600,900,800
resentful,61900,900,600
felt,65900,900,300
Mount,7800,200,300
varied,59400,1200,600
fashions,53700,1000,500
healthful,51200,800,800
proceedings,21100,400,800
forty,10600,300,700
your,64900,1300,300
nobler,27700,400,700
no,65900,900,200
decorums,50700,1200,600
hearth,11500,300,800
intelligence,61400,2200,500
profligate,21900,900,1000
may,65700,1700,300
Kitty,69600,1000,200
headed,50900,700,600
edged,46000,900,600
joyfully,54100,1100,500
soul,56900,1500,600
unprepared,27000,400,1200
License,73700,1100,300
everyone,58400,900,700
breathless,48500,1100,700
fretfully,72200,1000,300
deference,62900,1000,500
Ramsgate,39500,1100,400
attained,42500,800,500
applicable,3900,300,400
shop,61100,600,400
gratitude,66700,1600,400
justly,17600,400,800
blacken,17800,300,500
propriety,63700,1400,400
credit,70200,1600,400
acutest,42800,600,500
divert,61300,600,500
subsequent,42600,700,700
was,66200,1500,300
equipage,11200,200,600
coming,61500,1200,400
because,68900,1300,300
revival,43700,700,900
coquetry,57700,1000,300
fortunate,69900,1200,300
hand,67000,800,500
compatible,56200,900,500
earnestly,62500,1100,300
associating,64200,1200,400
editions,6000,200,400
turns,53000,900,500
talker,58800,600,600
promoted,23000,500,600
moralize,6300,300,500
Yes,59300,2200,300
fourth,69100,800,400
Pope,46300,800,500
face,63700,1000,400
secondly,56600,900,700
Produced,73100,1500,200
partners,70900,1000,600
severity,40900,800,900
court,59200,400,400
jilt,52600,600,600
conjectured,23800,500,800
numerous,54100,1500,500
executed,8900,200,800
mend,57800,900,400
larger,64200,800,400
upbraided,36800,600,500
hereabouts,15600,300,500
declined,67500,1100,400
concluded,57200,1200,600
unwilling,67700,1000,300
uniform,68700,1400,400
bare,62900,1200,400
impressive,30700,700,1100
evils,54400,1200,700
nephew,58100,1000,400
brightest,60600,1300,400
Nonsense,72500,1100,200
china,58200,900,400
just,69400,1200,300
garden,60200,1500,300
confusion,62400,700,400
unprofitable,38600,800,500
vain,64300,800,300
data,3300,100,800
Lewis,58300,1100,200
go,65500,1400,400
characterise,42200,700,500
delighted,71300,1400,200
faintly,55700,1000,500
embraced,21600,400,700
reap,17700,400,900
shift,10200,200,800
employees,2600,100,600
dispelling,48500,900,700
tires,81300,1200,500
forbearance,55800,3600,400
representation,58600,1300,600
affability,60600,1500,400
papers,13000,200,1200
specific,4700,200,1100
dispute,55000,1100,600
faultless,51900,1000,700
Reynolds,28800,700,400
ring,58500,900,400
lines,70700,1600,300
around,59000,1400,400
inferences,54100,1100,900
patron,56300,500,500
sketch,56400,1300,400
indifference,61500,1100,500
explanatory,13100,300,1000
used,61400,1900,600
shyness,52700,1100,600
somewhat,70800,1100,400
gossiping,9600,300,500
pleasanter,59200,600,500
amused,63000,800,400
renamed,6100,200,600
manners,68800,1000,400
ways,67000,1300,400
intrigues,20000,400,700
necessity,56400,1200,500
cough,69500,1100,300
chaise,72500,2100,200
answered,66100,2000,300
September,15500,300,800
shame,59300,1800,500
frequently,61800,1800,600
announce,54700,1900,400
London,71800,1200,300
yourself,70000,1400,400
impudent,15900,400,800
nephew,55500,1000,400
disrespectful,57600,1100,500
parading,6900,200,800
presently,53400,1400,600
Amongst,70700,1100,300
waived,54500,1200,600
unwearying,58600,1000,500
horse,68400,1300,500
appertain,63100,700,300
connected,59000,1100,500
testified,64300,1100,300
much,69200,1000,300
execution,62600,700,500
unbending,25700,500,700
believe,73500,1200,300
gentlewoman,54800,700,400
envied,63300,900,500
evenness,63700,1500,500
witness,48600,700,600
collect,66500,1000,400
linked,4300,200,600
dress,61500,1100,300
post,36100,700,500
sit,64000,900,400
troop,50400,1200,800
absence,61900,1000,300
diversion,57100,900,500
assistant,64200,900,400
constantly,48400,1600,600
transferred,54100,1000,700
crowned,29000,500,400
admiration,71300,800,300
lightness,28300,800,600
shield,6800,300,900
abuse,67200,1200,200
trouble,62300,1100,500
sentiment,57600,900,800
tells,54300,1200,500
surmise,58200,1000,500
pen,59100,500,500
advising,32700,400,500
that,69800,1900,200
yield,61200,1200,400
enforced,40400,700,600
absurdity,32400,600,500
legal,57400,800,500
a,64600,1100,100
whether,69600,2900,400
advantages,62400,2400,400
skill,68800,800,300
exasperate,43000,800,800
founded,42500,900,600
bow,58300,1000,500
supported,40100,1100,1100
throw,69800,1200,300
thus,63300,1400,400
parting,65900,1200,600
virus,3200,100,500
overthrowing,57300,1000,500
excuse,67400,1300,500
toward,69100,1100,400
let,66400,1000,300
battled,14800,200,400
dreaded,54200,1000,400
affected,66700,1300,300
warm,57200,900,400
less,68200,1500,400
repining,24300,400,1100
shew,12600,300,500
moving,62600,1200,400
hanging,27500,300,600
reconciling,36300,900,800
time,67000,1100,500
